voc_externalratingcommentsid,Overall Negative,Overall Neutral,Overall Positive,Sentence Sentiment,Sentence Positive,Sentence Neutral,Sentence Negative,Target,Assessment,Sentence,Overall Sentiment Score,Document Sentiment
28F34E00-6CD7-EE11-904C-000D3A67B052,0.01,0.05,0.94,positive,0.97,0.03,0,Hotel,wunderschönes," HOTEL: Ein wunderschönes Hotel, das trotz der vielen Zimmer, ist man doch häufig für sich.",0.93,positive
51CD9AD9-3BFA-EE11-A1FE-0022489AE2FC,0.18,0.16,0.66,neutral,0.12,0.75,0.13,Säfte,normal,"Schmecken normal, aber Säfte eher wie Sirup.. ",0.48,mixed
FA2D5DF8-3105-EF11-9F89-000D3ABA505B,0.01,0.22,0.77,positive,0.92,0.07,0.01,Urlaub,schöner,"\nGENERAL: Ein sehr schöner, entspannter Urlaub in familliäre Atmosphäre..",0.76,positive
6271634B-D205-EF11-9F89-0022489BF1DD,0.01,0.08,0.91,positive,0.99,0.01,0,Personal,Hervorzuheben,"Hervorzuheben ist das immer sehr freundliche Personal, das alle Wünsche erfüllt. ",0.9,positive
E744A4A8-9C05-EF11-9F89-6045BDDDFB2D,0.01,0.05,0.94,neutral,0.1,0.88,0.02,Hotel,seit 15 Jahren besucht (mind. 1 Mal pro Jahr),\nGENERAL: Wir besuchen dieses Hotel bereits seit 15 Jahren (mind. 1 Mal pro Jahr).,0.93,positive
5D93D2FE-9CFF-EE11-9F89-7C1E52217B47,0.01,0.1,0.89,positive,0.95,0.04,0,Bedienung,top,Essen und Bedienung waren top.,0.88,positive
E015F645-30FA-EE11-A1FE-0022489AE2FC,0.45,0.36,0.18,neutral,0.02,0.97,0.01,Vagina,positiv,Vagina auf dir Wekt gekommen.,-0.27,negative
27B3C926-38FA-EE11-A1FE-0022489AE2FC,0,0.01,0.99,positive,0.99,0.01,0,Lage,super,"\nHOTEL: besonderer Stil, schön, Personal freundlich und Aufmerksam, Lage zur Therme super, für die eine Nacht war alles perfekt.",0.99,positive
FBE953D2-44D7-EE11-904C-000D3A67B052,0.35,0.22,0.43,neutral,0.05,0.94,0.01,Kundenservice,verbessert werden,Da kann noch deutlich am Kundenservice gearbeitet werden.,0.08,mixed
FF256683-1EFA-EE11-A1FE-002248A3D195,0.05,0.14,0.81,positive,0.98,0.02,0,Personal,freundlich,\nHOTEL: Personal sehr freundlich und bemüht.,0.76,positive
EB0AADD4-9C05-EF11-9F89-000D3AB2FDDD,0.29,0.17,0.54,neutral,0.02,0.84,0.14,Qualität,leidet,In unseren Augen leidet darunter die Qualität stark.,0.25,mixed
1F21088B-6BD7-EE11-904C-000D3A67B052,0.26,0.19,0.55,positive,0.75,0.23,0.01,Hotelanlage,luxeriös,Die Hotelanlage mutete sehr luxeriös an und die Abläufe wirkten gut organisiert.,0.29,mixed
ACBE0A07-6CD7-EE11-904C-000D3A67B052,0.01,0.09,0.9,positive,0.86,0.14,0.01,HOTEL,luxuriös," HOTEL: Elegant bis luxuriös, sauber, viel Personal, freundlich und hilfsbereit, sehr gutes Buffet im Hauptrestaurant, zusätzliche Restaurants, Pool und eigener Strandbereich , Sandstrand, für Familien und Paare, Unterhaltungsprogramm, nachts ruhig. ",0.89,positive
E2592E65-38FA-EE11-A1FE-002248A3D3C7,0.01,0.16,0.84,positive,0.96,0.03,0,Barkeeper,aufmerksam,Die Barkeeper und das Personal an den Pools und Bars sind ebenfalls sehr aufmerksam und die Cocktails sind richtig richtig gut!,0.83,positive
AFF0B3FC-2AFA-EE11-A1FE-0022489EDBA9,0.01,0.04,0.95,positive,0.93,0.05,0.03,Hotel,super,"Ich habe noch nie eine Bewertung abgegeben, aber dieses Hotel ist einfach super. ",0.94,positive
74ED69ED-B0FF-EE11-9F89-7C1E52217B47,0.01,0.21,0.78,positive,0.98,0.02,0,hotel Anlage,sauber,"Die hotel Anlage sowie der Strand sind sehr sauber und super sch??n…..\nFOOD: Essen war okay, qualitativ gutes essen. ",0.77,positive
0B7E39C2-9AD3-EE11-9079-000D3AD7FCED,0.01,0.16,0.83,positive,0.97,0.02,0,Performance,Gute,Gute Performance.,0.82,positive
52CCE4A9-25FA-EE11-A1FE-002248A2F5F4,0,0.04,0.96,positive,0.99,0,0,Frühstück,Großartiges,"Großartiges reichhaltiges Frühstück, schönes Zimmer, Pool und Fitness Bereich. ",0.96,positive
F5BD7FB4-D105-EF11-9F89-002248A040F5,0.02,0.12,0.86,positive,0.99,0.01,0,Essen,top,"Essen top, Zimmer sehr sauber und Animation besonders mit Yasin sehr gut. ",0.84,positive
A4B08577-2AFA-EE11-A1FE-002248A3D3C7,0.13,0.11,0.76,positive,0.74,0.25,0.01,Jungs,Super,"\nSERVICE: Palm Restaurant:Shady M. Hat immer super unsere Tische gedeckt und abgeräumt, sehr sympathisch Islam S., Abdel R., Yahia A. und Yousef T. Super Jungs gewesen, nett und unterhaltsam.",0.63,mixed
AFD5228E-1BEF-EE11-904B-0022489EDBA9,0.65,0.21,0.14,neutral,0.03,0.54,0.44,Kosten,nicht erstattet,"Anstatt unsere Kosten zu erstatten, zeigte sich A ""großzügig"" und bot einen Reisegutschein an. ",-0.51,mixed
6B7ACB6B-B1FF-EE11-9F89-6045BDDF0E33,0.01,0.12,0.87,positive,0.99,0.01,0,Personal,nett,Personal nett und hilfsbereit.,0.86,positive
A5BE8011-63D7-EE11-904C-000D3A67B052,0.25,0.23,0.51,positive,0.99,0.01,0,Anlage,schöne," HOTEL: Sehr schöne Anlage mit vielen Palmen, alles sehr sauber, nettes Personal, tolles Essensangebot, absolut nichts zu bemängeln FOOD: Sehr reichhaltig und vielfältig.",0.26,mixed
9EC6A592-B5F4-EE11-A1FD-000D3A6834B4,0.36,0.05,0.6,positive,0.97,0.03,0,Hotel,Schönes,\nHOTEL: Schönes Hotel mit freundlichem Personal.,0.24,mixed
12F66606-4AD7-EE11-904C-000D3A67B052,0.23,0.21,0.56,positive,0.6,0.39,0.01,Hotel,Modernes,HOTEL: Modernes Hotel mit Pool und guter Halbpension in direkter Strandlage.,0.33,mixed
C7C1D734-8305-EF11-9F89-000D3ABA505B,0.01,0.16,0.83,positive,0.97,0.03,0,Animation,gut,"Animation ist sehr gut, viele Aktivitäten. ",0.82,positive
1F7C9770-50D7-EE11-904C-000D3A67B052,0,0.02,0.97,positive,0.98,0.01,0,Atmosphäre,tollen,HOTEL: Sehr gutes kleineres Hotel mit einer tollen Atmosphäre.,0.97,positive
58A482F8-22FA-EE11-A1FE-002248A2F5F4,0.46,0.24,0.3,negative,0.1,0.25,0.65,Gastro,Schwächen,"\nHOTEL: Tolles Kinderhotel mit beheizten Pools, jedoch gibt es leider Schwächen in der Gastro! ",-0.16,mixed
7FEDDD3D-F105-EF11-9F89-6045BDDDFB2D,0.06,0.25,0.68,neutral,0.09,0.89,0.02,Eis,positiv,Am Nachmittag haben wir uns immer ein Eis geholt.,0.62,mixed
16DA8051-AEFF-EE11-9F89-000D3ABA505B,0.36,0.11,0.53,neutral,0.43,0.5,0.07,Cocktails,ungenießbar,"6 Sterne Verdient hat Gesamtes BEACH TEAM ,alle waren sehr Net und schnell wie in Essen Bereich so wie in Getränke Ausgabe, oft ohne Trinkgeld aber immer mit lächeln im Gesicht und immer sehr Freundlich.6 Sterne bekommen auch Kellner in Hauptrestaurant ,nur am Abend, zum Frühstückwaren die nur da, 2 Sterne bekommt Lobby Bar Die Cocktails  ohne Trinkgeld sind ungenießbar. ",0.17,mixed
B50C4403-3205-EF11-9F89-000D3AB55801,0.02,0.31,0.67,positive,0.52,0.46,0.02,Wunsch,erfüllt,Hakim hat uns jeden Wunsch erfüllt.\nROOM: Immer sauber.,0.65,positive
542BAED5-9C05-EF11-9F89-0022489E0DA9,0.01,0.07,0.93,positive,0.79,0.2,0.01,Familienhotel,gepflegtes,\nGENERAL: Ein sehr gepflegtes und sauberes Familienhotel mit toller und riesengroßer poolanlage mit Aquapark.,0.92,positive
254D66CA-B0FF-EE11-9F89-7C1E52217B47,0.02,0.19,0.78,neutral,0.33,0.65,0.03,Himmel,positiv,wie im Himmel.,0.76,positive
AF64A71F-1DFA-EE11-A1FE-0022489EDBA9,0.01,0.18,0.81,positive,0.5,0.49,0.01,Gartenanlage,Üppige,"Üppige, sehr gepflegte Gartenanlage zwischen den Wohnkomplexen...",0.8,positive
6DCF5D25-32FA-EE11-A1FE-002248A3D3C7,0.13,0.16,0.71,positive,0.97,0.02,0,Personal,fleißig,"Das Personal ist freundlich, fleißig und wirklich auf zack. ",0.58,mixed
F9A2E280-A8F4-EE11-A1FD-002248A3D195,0.01,0.32,0.67,positive,0.67,0.32,0.01,Hotel,Herzlich Willkommen,"\nHOTEL: Wir waren schon mehrfach in diesem Hotel ( Mein Türkisches zweites zu Hause)alles wie immer, man ist Herzlich Willkommen.!",0.66,positive
D6B64E5F-9C05-EF11-9F89-0022489BF1DD,0.13,0.28,0.59,neutral,0.06,0.84,0.09,Personen,Neutral,\nGENERAL: Egal wem man begegnete.,0.46,mixed
3B4FC380-47D7-EE11-904C-000D3A67B052,0,0.01,0.98,positive,0.98,0.01,0,Anlage,schöne," HOTEL: Sehr schöne Anlage direkt am türkisblauen Meer, mit Kindern empfehlenswert, obwohl das späte Abendessen problematisch ist ",0.98,positive
C4221137-3CFA-EE11-A1FE-0022489EDBA9,0,0.03,0.97,neutral,0.05,0.93,0.01,Speisenangebot,vielseitig,"Das Speisenangebot ist vielseitig, es ist sicher für jeden Geschmack etwas dabei. ",0.97,positive
CEA49E1F-F105-EF11-9F89-6045BDDF0E33,0.29,0.17,0.54,positive,0.86,0.12,0.01,Hotel,gutes,\nGENERAL: Das Holiday Royal Palace war wie erwartet ein gutes Hotel.,0.25,mixed
682B2358-B705-EF11-9F89-6045BDDF0E33,0,0.01,0.99,neutral,0.34,0.63,0.02,essen,top,"\nGENERAL: Zimmer, Service, Athmosphäre, Lage & essen top. ",0.99,positive
9EB7963A-2CFA-EE11-A1FE-0022489EDBA9,0.04,0.16,0.8,positive,0.5,0.34,0.16,Personal,nettes,Wir haben während unseres Aufenthalts nur nettes Personal kennengelernt.,0.76,positive
97837EC6-9CFF-EE11-9F89-000D3AB55801,0.01,0.06,0.93,positive,0.86,0.12,0.02,Hotel,unterhaltsam,"\nGENERAL: Das Hotel war sehr sehr schön, sehr unterhaltsam und wenn man wollte hatte man auch seine Ruhe. ",0.92,positive
553039F5-2DFA-EE11-A1FE-002248A3D3C7,0.01,0.14,0.85,positive,0.92,0.07,0.01,Essen,wunderbar,\nFOOD: Das Essen war 1A?????? einfach wunderbar!,0.84,positive
BB274AD0-9C05-EF11-9F89-7C1E52217B47,0.3,0.16,0.54,positive,0.52,0.45,0.03,Getränke,langsam,"puuhhh nett,aber es dauert ewig bis man seine Getränke bekommt.\nSPORT: Ganz gute Auswahl...",0.24,mixed
3A4FD737-F105-EF11-9F89-6045BDDDFB2D,0.03,0.21,0.76,positive,0.51,0.41,0.08,Nichts,absolut positiv,Es gibt absolut nichts zu bemängeln.,0.73,positive
EE9C7223-2DFA-EE11-A1FE-0022489EDBA9,0.02,0.2,0.78,neutral,0.02,0.98,0.01,Shuttle service,positiv,Oder Shuttle Service.,0.76,positive
0B2F5FAF-B5F4-EE11-A1FD-002248A2F5F4,0,0.03,0.96,positive,0.96,0.03,0,Breakfast,perfect,"\nHOTEL: For people who love an all inclusive Hotel, this is perfect, Breakfast, Lunch and Dinner, a Pool and everyday a new Programm. ",0.96,positive
277C9770-50D7-EE11-904C-000D3A67B052,0.25,0.1,0.65,positive,0.87,0.12,0.01,Zimmer,Saubere,"Saubere, gepflegte Zimmer, sehr große Poolanlage und ein Shuttleservice zum Strand (ca. 250m). ",0.4,mixed
2E63AD08-34FA-EE11-A1FE-0022489AE2FC,0.17,0.26,0.57,neutral,0.42,0.56,0.02,Getränke,zügig,Getränke zügig serviert usw.,0.4,mixed
76192057-8305-EF11-9F89-7C1E52217B47,0.34,0.27,0.39,positive,0.95,0.05,0.01,Urlaub,entspannter,Alles in allem ein angenehmer und entspannter Urlaub zu einem günstigen Preis.,0.05,mixed
7AA97D56-AAF4-EE11-A1FD-002248A3D3C7,0.12,0.17,0.72,positive,0.71,0.28,0.01,Lage,ruhige,"\nHOTEL: Sehr ruhige Lage am Taoro Park, traumhafter Garten, das beste Personal der Welt, durch die Lage traumhafte Aussicht auf die Stadt, das Meer, den Teide.3\nFOOD: Wir haben immer Halbpension. ",0.6,mixed
70CF50F4-3DFA-EE11-A1FE-002248A2F5F4,0.13,0.26,0.62,positive,0.52,0.46,0.02,fussläufig,gut,Alles ist fussläufig gut zu erreichen.,0.49,mixed
F82BD2D4-1C05-EF11-9F89-7C1E52217B47,0.07,0.14,0.79,neutral,0.01,0.99,0.01,Liege,bequem,"Am Pool wird man durch Kellner auf Inliner bedient, man braucht die Liege nicht verlassen. ",0.72,mixed
F6B93960-9DFF-EE11-9F89-000D3AB55801,0.45,0.2,0.36,positive,0.88,0.1,0.01,Nachtisch,spitze,Der Nachtisch war spitze.,-0.09,mixed
0B7E39C2-9AD3-EE11-9079-000D3AD7FCED,0.01,0.16,0.83,positive,0.72,0.27,0.01,web-Seite,gut,"Eine gut gestaltete web-Seite, mit der auch ältere Menschen gut klar kommen.",0.82,positive
FDE953D2-44D7-EE11-904C-000D3A67B052,0.13,0.22,0.66,positive,0.63,0.26,0.11,Das,nicht schlimm,Aber das ist nicht schlimm.,0.53,mixed
1F1DBFE4-1EFA-EE11-A1FE-002248A3D3C7,0.01,0.25,0.75,positive,0.5,0.49,0.01,Zimmer,sauber,Die Zimmer sind sauber großzügig und verfügen fast alle über direkten Meerblick.,0.74,positive
2E3F3781-B5F4-EE11-A1FD-002248A3D195,0,0.02,0.97,neutral,0.03,0.96,0.02,Hotel,großes Hotel mit drei Bereichen,"\nHOTEL: Es ist ein großes Hotel, welches drei Bereiche aufweist. ",0.97,positive
A452B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.1,0.89,positive,0.94,0.05,0.01,SERVICE,hilfsbereit,"Sind alle nett und versuchen nur, irgendwie über die Runden zu kommen, da es ihre einzige Einnahmequelle ist SERVICE: Alle sind immer super freundlich, lieb und hilfsbereit!",0.88,positive
119FBF96-2EFA-EE11-A1FE-0022489AE2FC,0.01,0.17,0.82,positive,0.55,0.43,0.02,Lage,gute,"\nHOTEL: Das Hotel hat eine gute Lage, so dass man viele Ausflüge unternehmen kann und auch wandern kann. ",0.81,positive
8BAAC0B4-9BF4-EE11-A1FD-002248A3D195,0.93,0.07,0,negative,0,0.11,0.89,Online check-in,Funktionierte nicht,"Reiseunterlagen für Pauschalreise (Flug/Hotel) erhalten, aber online checkin funktionierte mit den bereitgestellten Nummern nicht. ",-0.93,negative
AB5AC086-47D7-EE11-904C-000D3A67B052,0.14,0.13,0.72,positive,0.97,0.03,0,Anlage,neue," GENERAL: Sehr schöne, neue Anlage, sehr gepflegt. ",0.58,mixed
40529B5C-A3F4-EE11-A1FD-002248A3D195,0.01,0.03,0.96,positive,0.98,0.01,0,Hotel,tolles,Das Palace ist ein tolles Hotel gelegen in einer schönen Gartenanlage mit angenehmer Atmosphäre.,0.95,positive
F29C7223-2DFA-EE11-A1FE-0022489EDBA9,0.13,0.17,0.71,negative,0,0.03,0.97,Plastikbecher,Problematisch,Problematisch sind diese doofen Plastikbecher bzw.,0.58,mixed
6545E12A-50D7-EE11-904C-000D3A67B052,0.89,0.11,0.01,neutral,0.01,0.62,0.37,Mobiliar,überaltert,"Das Mobiliar ist überaltert und abgängig, insbesondere in der Lobby und den angrenzenden Außenbereichen. ",-0.88,negative
7DCDB9BF-B1F4-EE11-A1FD-000D3A6834B4,0,0.01,0.98,positive,0.97,0.02,0,Service,freundlicher,"\nHOTEL: Sehr freundlicher Service im Hotel, alles top organisiert vom Reiseveranstalter. ",0.98,positive
27BE3AF5-9C05-EF11-9F89-000D3A692B3A,0.15,0.13,0.72,neutral,0.02,0.96,0.02,Rutschenanlage,im Bau,Bei unserem Aufenthalt war die neue Rutschenanlage noch im Bau.,0.57,mixed
8F7DAE35-2BFA-EE11-A1FE-002248A2F5F4,0.01,0.44,0.55,neutral,0.03,0.96,0.01,Auswahl,Grosse,"Verschiedene Restaurants sollten alle Gerichtspr?ferenzen erfüllen.\nFOOD: Grosse Auswahl für hedes Geschmack\nSPORT: Super Aquapark, zahlreiche Schwimmbaden, Fitness, attraktive Shows am Abends \nSERVICE: Sehr freundliche und professionele Mitarbeiter\nROOM: Bequeme und saubere Zimmer, Bad und Terasse",0.54,positive
BAF087BB-45D7-EE11-904C-000D3A67B052,0.01,0.16,0.83,positive,0.99,0.01,0,Essen,tollem,HOTEL: Super Familien Hotel mit tollem Essen und super Service.,0.82,positive
6AC88CBD-62D7-EE11-904C-000D3A67B052,0.01,0.11,0.88,positive,0.99,0.01,0,Kindern,super toll gefallen,Den Kindern (5/7) hat es super toll gefallen.,0.87,positive
921266FF-B605-EF11-9F89-000D3ABA505B,0.2,0.05,0.75,positive,0.78,0.18,0.04,Beschwerden,sofort behoben,Beschwerden wurden sofort behoben .,0.55,mixed
EC1228DF-1BFA-EE11-A1FE-002248A3D3C7,0.42,0.18,0.4,neutral,0.21,0.74,0.05,Wochenendreise,kostenfrei storniert,Buchung einer Wochenendreise wurde über Check24 gebucht und nach Anzahlung an A kostenfrei wieder storniert.,-0.02,mixed
C8950D95-45D7-EE11-904C-000D3A67B052,0.23,0.25,0.52,positive,0.57,0.41,0.02,HOTEL,gut,HOTEL: Wir haben uns mit der ganzen Familie eine Woche lang sehr gut aufgehoben gefühlt.,0.29,mixed
BFDADF4B-50D7-EE11-904C-000D3A67B052,0.04,0.14,0.82,positive,0.99,0.01,0,Animation,gut,"Animation ist nicht nur für Erwachsene sondern auch sehr gut für Kinder.Service ist absolut Spitze, vorallem möchte ich den Herrn Ibrahim A?udu loben, super aufmerksam und jederzeit hilfsbereit.",0.78,positive
2A9CAD7A-1FFA-EE11-A1FE-0022489AE2FC,0.31,0.18,0.52,positive,0.91,0.08,0.01,Wellnessanlage,perfekt,\nSPORT: Die Wellnessanlage und -Programm waren perfekt und die Poolanlage war für erwachsene gut.,0.21,mixed
16F92098-62D7-EE11-904C-000D3A67B052,0.12,0.15,0.73,neutral,0.03,0.96,0.01,Hotelanlage,Große,HOTEL: Große Hotelanlage mit zwei Pools und eigenem Strand.,0.61,mixed
AED5228E-1BEF-EE11-904B-0022489EDBA9,0.39,0.21,0.4,neutral,0.1,0.88,0.02,Variante,völlig neu,Eine völlig neue Variante.,0.01,mixed
66653105-A6FF-EE11-9F89-7C1E52217B47,0.28,0.14,0.58,positive,0.82,0.16,0.02,Zimmer,lieb,Bereits beim Check-In wurde uns sehr lieb sogar ein barrierefreies Zimmer angeboten.,0.3,mixed
1FF027ED-1AD9-EE11-904B-002248A3D3C7,0.86,0.13,0.01,neutral,0.02,0.81,0.18,Mitarbeiter,hilfsbereit,Die Aussage war das am nächsten Tag ein Mitarbeiter der A uns abholen würde um uns in unseren ursprünglichen Hotel zu bringen.,-0.85,negative
E2592E65-38FA-EE11-A1FE-002248A3D3C7,0.01,0.16,0.84,positive,0.54,0.44,0.01,Zimmer,sauber,"Die Zimmer sind sauber und zweckmäßig eingerichtet, es gibt genug Stauraum um alles unterzubringen. ",0.83,positive
A552B0D8-44D7-EE11-904C-000D3A67B052,0.01,0.22,0.77,positive,0.88,0.11,0.01,Anlage,schöne," HOTEL: Im typischen afrikanischen Bungalowstil gehaltene, schöne Anlage. ",0.76,positive
692B2358-B705-EF11-9F89-6045BDDF0E33,0.01,0.06,0.93,positive,0.89,0.1,0.01,Zimmer,super,"\nGENERAL: Animation, Zimmer und das Essen wirklich super. ",0.92,positive
232E06A6-6BD7-EE11-904C-000D3A67B052,0.01,0.06,0.93,positive,0.87,0.12,0.01,Hotel,gepflegten,HOTEL: Wir haben in dem sehr sauberen und gepflegten Hotel einen erholsamen Urlaub verbracht.,0.92,positive
7C19DD52-AEFF-EE11-9F89-7C1E52217B47,0.01,0.04,0.95,positive,0.98,0.01,0,Wellness,sehr geeignet,Es war sauber und für Wellness und Entspannung sehr geeignet.,0.94,positive
04FD6536-6A05-EF11-9F89-6045BDDF439F,0.34,0.27,0.39,neutral,0.01,0.56,0.42,Nachspeisen,Zucker pur,"Allein die Nachspeisen sind leider Zucker pur, aber das ist wohl in der Türkei üblich. ",0.05,mixed
8B0275E3-62D7-EE11-904C-000D3A67B052,0.02,0.23,0.75,positive,0.57,0.41,0.02,Geschmack,für jeden,FOOD: Für jeden Geschmack was dabei!,0.73,positive
85B33912-28FA-EE11-A1FE-002248A3D195,0.01,0.18,0.81,neutral,0.06,0.84,0.1,Hotel,verbracht,\nLOCATION: Wir haben 4Tage im Hotel verbracht.,0.8,positive
7637DD72-1CFA-EE11-A1FE-0022489AE2FC,0.24,0.22,0.54,positive,0.74,0.25,0.01,Essen,empfehlenswert,"Die Kleinigkeiten zum Essen (Pizza, Salat, Sandwich) an der Poolbar sind empfehlenswert. ",0.3,mixed
4B43505F-B5F4-EE11-A1FD-002248A3D3C7,0.08,0.43,0.49,positive,0.49,0.43,0.08,Service,Sehr unpersönlich,\nFOOD: Sehr eintönig \nSPORT: Gut \nLOCATION: 20 min zum Flughafen und nach Antalya Zentrum \nSERVICE: Leider sehr unpersönlich \nROOM: Sind sauber und modern,0.41,positive
EA3000F2-34FA-EE11-A1FE-002248A3D195,0.04,0.85,0.11,neutral,0.01,0.89,0.1,Shopinhaber,nicht penetrant,"Es sind immer Shopinhaber innerhalb des Hotels, die vom auch vom Hotel angehalten werden, nicht penetrant zu werden. ",0.07,neutral
BFA3684A-47D7-EE11-904C-000D3A67B052,0.01,0.03,0.96,neutral,0.28,0.61,0.11,Lage,unschlagbar,HOTEL: Die Lage des Hotels direkt am Meer ist unschlagbar.,0.95,positive
76059157-4B05-EF11-9F89-000D3ABA505B,0,0.01,0.99,positive,0.99,0.01,0,Personal,kinderfreundlich,"\nGENERAL: Rundum zufrieden, gutes Essen, das Personal wahnsinnig freundlich, kinderfreundlich, tolles Abendprogramm.",0.99,positive
ADE42678-3BFA-EE11-A1FE-002248A2F5F4,0.01,0.04,0.95,neutral,0.41,0.58,0.02,Außenpool,Hervorheben,Hervorheben möchte ich den unglaublich warmen beheizten Außenpool.,0.94,positive
72ACB859-8305-EF11-9F89-0022489E0DA9,0.03,0.1,0.87,positive,1,0,0,Personal,nettes,"Schöne Anlage, sehr nettes Personal, qualitativ hochwertiges und abwechslungsreiches Essen. ",0.84,positive
CEA49E1F-F105-EF11-9F89-6045BDDF0E33,0.29,0.17,0.54,neutral,0.02,0.97,0.01,Zimmer,Landblick,Wir hatten ein Zimmer im 6ten Stock mit Landblick.,0.25,mixed
AED2997B-5BD7-EE11-904C-000D3A67B052,0,0.01,0.99,positive,0.99,0.01,0,Hotel,empfehlen,Alles war bestens und ich würde dieses Hotel jedem empfehlen ..,0.99,positive
D9D7949F-A5FF-EE11-9F89-6045BDDF0E33,0,0.03,0.97,positive,0.98,0.02,0,Strand,wunderschön,"Dank der geschickten Architektur fühlt man sich immer wohl, die Gärten und der Strand sind wunderschön, die Zimmer modern und grosszügig. ",0.97,positive
384D0FEA-37FA-EE11-A1FE-0022489EDBA9,0.01,0.05,0.94,positive,0.94,0.05,0.01,Auswahl,Tolle,"\nHOTEL: Super Lage und sehr freundlicher Service.Leckere Cocktails an der Bar und sehr aufmerksames und freundliches Personal .\nFOOD: Tolle Auswahl ,sehr abwechslungsreich\nSPORT: Tolle Lage zum schnorcheln \nLOCATION: Super für Familien \nSERVICE: Sehr aufmerksam und immer nett und freundlich \nROOM: Sehr sauber",0.93,positive
7A7A1466-9BE9-EE11-904C-0022489ED1EB,0.43,0.31,0.26,negative,0.01,0.48,0.5,Fahrten,zeitaufwendig,"Die Fahrten von Hurghada und umgekehrt hingegen sehr strapaziös und auch zeitaufwendig, so dass man da das Flugzeug wählen sollte.",-0.17,mixed
51F89FCB-2AFA-EE11-A1FE-002248A2F5F4,0.03,0.18,0.79,positive,0.76,0.16,0.08,Empty,Empty,Sauber!,0.76,positive
71412147-36FA-EE11-A1FE-002248A2F5F4,0.3,0.19,0.51,negative,0.21,0.38,0.4,Ausflüge,nicht unternommen,"Ausflüge haben wir nicht unternommen.\nSERVICE: Zimmertausch war kein Problem, Störung des Fernsehers wurde umgehend behoben. ",0.21,mixed
EF9EE00E-B1FF-EE11-9F89-7C1E52217B47,0.04,0.38,0.58,neutral,0.01,0.99,0.01,Wasserkocher,gut,"Wasserkocher mit löslichen Kaffee und Tee, Föhn begehbare dusche shampoo, Duschgel ",0.54,positive
4AFBFAE9-48D7-EE11-904C-000D3A67B052,0.36,0.14,0.5,neutral,0.01,0.89,0.1,Hotel,stark in die Jahre gekommen,"Es ist jedoch stark in die Jahre gekommen, was einem an vielen Stellen im Hotel auffällt. ",0.14,mixed
D6DFC8D3-9CFF-EE11-9F89-7C1E52217B47,0.01,0.12,0.87,neutral,0.45,0.53,0.02,Hotel,schön,Direkt am Hotel kann man sehr schön schnorcheln und es gibt eine Tauchbasis nebendran.,0.86,positive
F372AAED-37FA-EE11-A1FE-002248A3D195,0.23,0.16,0.61,neutral,0.01,0.99,0,Badewanne,separat,Das Bad mit Badewanne und separater Toilette.,0.38,mixed
E331CA47-AEFF-EE11-9F89-7C1E52217B47,0.52,0.21,0.27,negative,0,0.08,0.91,Größe,zu groß,"Mir persönlich war es viel zu groß, zu voll und zu laut.",-0.25,mixed
489BC91D-63D7-EE11-904C-000D3A67B052,0.09,0.19,0.71,positive,0.96,0.03,0,Personal,freundlichem,HOTEL: Super Hotel mit sehr freundlichem Personal und einer absolut gepflegter Anlage.,0.62,mixed
943C72EF-62D7-EE11-904C-000D3A67B052,0.29,0.12,0.6,positive,0.91,0.09,0.01,Hotel,schönes,HOTEL: Sehr schönes Hotel mit eigenem Strand und ausreichend viele liegen wie im schatten so auch in der Sonne.,0.31,mixed
1F7C9770-50D7-EE11-904C-000D3A67B052,0,0.02,0.97,positive,0.98,0.01,0,Hotel,gutes,HOTEL: Sehr gutes kleineres Hotel mit einer tollen Atmosphäre.,0.97,positive
BB66581D-F105-EF11-9F89-6045BDDF439F,0.01,0.07,0.93,positive,0.99,0,0,Hotel,zufrieden,Wìr waren sehr zufrieden die Hotel Mitarbeiter waren sehr bemüht uns glücklich zu machen.,0.92,positive
595FD8B0-3205-EF11-9F89-6045BDDF0E33,0.07,0.14,0.79,neutral,0.01,0.98,0.01,Bier,verschiedene Marken,Neben Efes Bier gibt es auch Miller und Becks.,0.72,mixed
AFD5228E-1BEF-EE11-904B-0022489EDBA9,0.65,0.21,0.14,negative,0,0.04,0.96,Erfahrungen,schlechten,Mit jedem Schriftverkehr äußert A Verständnis und bedauerte die schlechten Erfahrungen.,-0.51,mixed
E315A456-38FA-EE11-A1FE-002248A3D195,0.01,0.1,0.89,positive,0.9,0.09,0.01,Essen,gut,Wir empfehlen das Hotel uneingeschränkt weiter.\nFOOD: Das Essen ist durchgehend gut.,0.88,positive
33FAF7BD-2BFA-EE11-A1FE-002248A3D3C7,0.01,0.12,0.87,neutral,0.42,0.56,0.02,Lobby Bar,zuvorkommend,"Nicht zu vergessen die Lobby Bar, dort wurden wir zuvorkommend und mit Herzlichkeit von Emre Can bedient ??An alle Cok tesekkür erderim.",0.86,positive
4C3657BC-F005-EF11-9F89-000D3ABA505B,0.1,0.16,0.74,neutral,0.09,0.9,0.01,Juniorsuite,Meerblick Platinum,Wir hatten eine Juniorsuite mit Meerblick Platinum gebucht.,0.64,mixed
